seq_name	batch	sample.x	batch_number	read	lane	plate	sample_name	well	sample.y	number	genotype	experiment	barcode	X	Y	X_Y	well_no	dh_genotype
18048-85-01-03/BG-P12-well-73_S74_L006_R1_001	18048-85-01-03	74	73	1	6	12	BG-P12-well-73_S74_L006	G1	BG_WD_0718_843	843	513EB00018	WD_0718	ILLSINHA2	63	16	63_16	73	EB.09S.H.00351
18048-85-01-03/BG-P12-well-73_S74_L006_R2_001	18048-85-01-03	74	73	2	6	12	BG-P12-well-73_S74_L006	G1	BG_WD_0718_843	843	513EB00018	WD_0718	ILLSINHA2	63	16	63_16	73	EB.09S.H.00351
18048-85-01-03/BG-P12-well-74_S75_L006_R1_001	18048-85-01-03	75	74	1	6	12	BG-P12-well-74_S75_L006	G2	BG_WD_0718_816	816	511EB00238	WD_0718	ILLSINHA10	52	18	52_18	74	EB.09S.H.00328
18048-85-01-03/BG-P12-well-74_S75_L006_R2_001	18048-85-01-03	75	74	2	6	12	BG-P12-well-74_S75_L006	G2	BG_WD_0718_816	816	511EB00238	WD_0718	ILLSINHA10	52	18	52_18	74	EB.09S.H.00328
18048-85-01-03/BG-P12-well-75_S76_L006_R1_001	18048-85-01-03	76	75	1	6	12	BG-P12-well-75_S76_L006	G3	BG_WD_0718_963	963	511EB00459	WD_0718	ILLSINHA18	57	10	57_10	75	EB.10H.H.00126
18048-85-01-03/BG-P12-well-75_S76_L006_R2_001	18048-85-01-03	76	75	2	6	12	BG-P12-well-75_S76_L006	G3	BG_WD_0718_963	963	511EB00459	WD_0718	ILLSINHA18	57	10	57_10	75	EB.10H.H.00126
18048-85-01-03/BG-P12-well-76_S77_L006_R1_001	18048-85-01-03	77	76	1	6	12	BG-P12-well-76_S77_L006	G4	BG_WD_0718_1047	1047	511EB00264	WD_0718	ILLSINHA26	52	5	52_5	76	EB.09S.H.00372
18048-85-01-03/BG-P12-well-76_S77_L006_R2_001	18048-85-01-03	77	76	2	6	12	BG-P12-well-76_S77_L006	G4	BG_WD_0718_1047	1047	511EB00264	WD_0718	ILLSINHA26	52	5	52_5	76	EB.09S.H.00372
18048-85-01-03/BG-P12-well-77_S78_L006_R1_001	18048-85-01-03	78	77	1	6	12	BG-P12-well-77_S78_L006	G5	BG_WD_0718_727	727	511EB00345	WD_0718	ILLSINHA34	65	22	65_22	77	EB.09S.H.00484
18048-85-01-03/BG-P12-well-77_S78_L006_R2_001	18048-85-01-03	78	77	2	6	12	BG-P12-well-77_S78_L006	G5	BG_WD_0718_727	727	511EB00345	WD_0718	ILLSINHA34	65	22	65_22	77	EB.09S.H.00484
18048-85-01-03/BG-P12-well-78_S79_L006_R1_001	18048-85-01-03	79	78	1	6	12	BG-P12-well-78_S79_L006	G6	BG_WD_0718_946	946	511EB00196	WD_0718	ILLSINHA42	65	11	65_11	78	EB.09S.H.00267
18048-85-01-03/BG-P12-well-78_S79_L006_R2_001	18048-85-01-03	79	78	2	6	12	BG-P12-well-78_S79_L006	G6	BG_WD_0718_946	946	511EB00196	WD_0718	ILLSINHA42	65	11	65_11	78	EB.09S.H.00267
18048-85-01-03/BG-P12-well-79_S80_L006_R1_001	18048-85-01-03	80	79	1	6	12	BG-P12-well-79_S80_L006	G7	BG_WD_0718_788	788	511EB00397	WD_0718	ILLSINHA50	59	19	59_19	79	EB.10H.H.00038
18048-85-01-03/BG-P12-well-79_S80_L006_R2_001	18048-85-01-03	80	79	2	6	12	BG-P12-well-79_S80_L006	G7	BG_WD_0718_788	788	511EB00397	WD_0718	ILLSINHA50	59	19	59_19	79	EB.10H.H.00038
18048-85-01-03/BG-P12-well-8_S9_L006_R1_001	18048-85-01-03	9	8	1	6	12	BG-P12-well-8_S9_L006	A8	BG_WD_0718_876	876	511EB00374	WD_0718	ILLSINHA64	68	14	68_14	8	EB.10H.H.00003
18048-85-01-03/BG-P12-well-8_S9_L006_R2_001	18048-85-01-03	9	8	2	6	12	BG-P12-well-8_S9_L006	A8	BG_WD_0718_876	876	511EB00374	WD_0718	ILLSINHA64	68	14	68_14	8	EB.10H.H.00003
18048-85-01-03/BG-P12-well-80_S81_L006_R1_001	18048-85-01-03	81	80	1	6	12	BG-P12-well-80_S81_L006	G8	BG_WD_0718_899	899	511EB00070	WD_0718	ILLSINHA58	56	13	56_13	80	EB.09S.H.00092
18048-85-01-03/BG-P12-well-80_S81_L006_R2_001	18048-85-01-03	81	80	2	6	12	BG-P12-well-80_S81_L006	G8	BG_WD_0718_899	899	511EB00070	WD_0718	ILLSINHA58	56	13	56_13	80	EB.09S.H.00092
18048-85-01-03/BG-P12-well-81_S82_L006_R1_001	18048-85-01-03	82	81	1	6	12	BG-P12-well-81_S82_L006	G9	BG_WD_0718_1007	1007	511EB00307	WD_0718	ILLSINHA66	51	8	51_8	81	EB.09S.H.00427
18048-85-01-03/BG-P12-well-81_S82_L006_R2_001	18048-85-01-03	82	81	2	6	12	BG-P12-well-81_S82_L006	G9	BG_WD_0718_1007	1007	511EB00307	WD_0718	ILLSINHA66	51	8	51_8	81	EB.09S.H.00427
18048-85-01-03/BG-P12-well-85_S86_L006_R1_001	18048-85-01-03	86	85	1	6	12	BG-P12-well-85_S86_L006	H1	BG_WD_0718_802	802	511EB00355	WD_0718	ILLSINHA1	66	18	66_18	85	EB.09S.H.00503
18048-85-01-03/BG-P12-well-85_S86_L006_R2_001	18048-85-01-03	86	85	2	6	12	BG-P12-well-85_S86_L006	H1	BG_WD_0718_802	802	511EB00355	WD_0718	ILLSINHA1	66	18	66_18	85	EB.09S.H.00503
18048-85-01-03/BG-P12-well-86_S87_L006_R1_001	18048-85-01-03	87	86	1	6	12	BG-P12-well-86_S87_L006	H2	BG_WD_0718_886	886	511EB00230	WD_0718	ILLSINHA9	58	14	58_14	86	EB.09S.H.00318
18048-85-01-03/BG-P12-well-86_S87_L006_R2_001	18048-85-01-03	87	86	2	6	12	BG-P12-well-86_S87_L006	H2	BG_WD_0718_886	886	511EB00230	WD_0718	ILLSINHA9	58	14	58_14	86	EB.09S.H.00318
18048-85-01-03/BG-P12-well-87_S88_L006_R1_001	18048-85-01-03	88	87	1	6	12	BG-P12-well-87_S88_L006	H3	BG_WD_0718_798	798	511EB00081	WD_0718	ILLSINHA17	69	19	69_19	87	EB.09S.H.00106
18048-85-01-03/BG-P12-well-87_S88_L006_R2_001	18048-85-01-03	88	87	2	6	12	BG-P12-well-87_S88_L006	H3	BG_WD_0718_798	798	511EB00081	WD_0718	ILLSINHA17	69	19	69_19	87	EB.09S.H.00106
18048-85-01-03/BG-P12-well-88_S89_L006_R1_001	18048-85-01-03	89	88	1	6	12	BG-P12-well-88_S89_L006	H4	BG_WD_0718_861	861	9DK440	WD_0718	ILLSINHA25	56	15	56_15	88	
18048-85-01-03/BG-P12-well-88_S89_L006_R2_001	18048-85-01-03	89	88	2	6	12	BG-P12-well-88_S89_L006	H4	BG_WD_0718_861	861	9DK440	WD_0718	ILLSINHA25	56	15	56_15	88	
18048-85-01-03/BG-P12-well-89_S90_L006_R1_001	18048-85-01-03	90	89	1	6	12	BG-P12-well-89_S90_L006	H5	BG_WD_0718_778	778	511EB00039	WD_0718	ILLSINHA33	52	20	52_20	89	EB.09S.H.00054
18048-85-01-03/BG-P12-well-89_S90_L006_R2_001	18048-85-01-03	90	89	2	6	12	BG-P12-well-89_S90_L006	H5	BG_WD_0718_778	778	511EB00039	WD_0718	ILLSINHA33	52	20	52_20	89	EB.09S.H.00054
18048-85-01-03/BG-P12-well-9_S10_L006_R1_001	18048-85-01-03	10	9	1	6	12	BG-P12-well-9_S10_L006	A9	BG_WD_0718_922	922	511EB00229	WD_0718	ILLSINHA72	60	12	60_12	9	EB.09S.H.00316
18048-85-01-03/BG-P12-well-9_S10_L006_R2_001	18048-85-01-03	10	9	2	6	12	BG-P12-well-9_S10_L006	A9	BG_WD_0718_922	922	511EB00229	WD_0718	ILLSINHA72	60	12	60_12	9	EB.09S.H.00316
18048-85-01-03/BG-P12-well-90_S91_L006_R1_001	18048-85-01-03	91	90	1	6	12	BG-P12-well-90_S91_L006	H6	BG_WD_0718_1059	1059	511EB00054	WD_0718	ILLSINHA41	64	5	64_5	90	EB.09S.H.00074
18048-85-01-03/BG-P12-well-90_S91_L006_R2_001	18048-85-01-03	91	90	2	6	12	BG-P12-well-90_S91_L006	H6	BG_WD_0718_1059	1059	511EB00054	WD_0718	ILLSINHA41	64	5	64_5	90	EB.09S.H.00074
18048-85-01-03/BG-P12-well-91_S92_L006_R1_001	18048-85-01-03	92	91	1	6	12	BG-P12-well-91_S92_L006	H7	BG_WD_0718_849	849	511EB00128	WD_0718	ILLSINHA49	57	16	57_16	91	EB.09S.H.00171
18048-85-01-03/BG-P12-well-91_S92_L006_R2_001	18048-85-01-03	92	91	2	6	12	BG-P12-well-91_S92_L006	H7	BG_WD_0718_849	849	511EB00128	WD_0718	ILLSINHA49	57	16	57_16	91	EB.09S.H.00171
18048-85-01-03/BG-P12-well-92_S93_L006_R1_001	18048-85-01-03	93	92	1	6	12	BG-P12-well-92_S93_L006	H8	BG_WD_0718_915	915	511EB00287	WD_0718	ILLSINHA57	67	12	67_12	92	EB.09S.H.00398
18048-85-01-03/BG-P12-well-92_S93_L006_R2_001	18048-85-01-03	93	92	2	6	12	BG-P12-well-92_S93_L006	H8	BG_WD_0718_915	915	511EB00287	WD_0718	ILLSINHA57	67	12	67_12	92	EB.09S.H.00398
18048-85-01-03/BG-P12-well-93_S94_L006_R1_001	18048-85-01-03	94	93	1	6	12	BG-P12-well-93_S94_L006	H9	BG_WD_0718_959	959	511EB00045	WD_0718	ILLSINHA65	61	10	61_10	93	EB.09S.H.00061
18048-85-01-03/BG-P12-well-93_S94_L006_R2_001	18048-85-01-03	94	93	2	6	12	BG-P12-well-93_S94_L006	H9	BG_WD_0718_959	959	511EB00045	WD_0718	ILLSINHA65	61	10	61_10	93	EB.09S.H.00061
18048-85-01-03/BG-P12-well-94_S95_L006_R1_001	18048-85-01-03	95	94	1	6	12	BG-P12-well-94_S95_L006	H10	BG_WD_0718_848	848	511EB00462	WD_0718	ILLSINHA73	58	16	58_16	94	EB.10H.H.00134
18048-85-01-03/BG-P12-well-94_S95_L006_R2_001	18048-85-01-03	95	94	2	6	12	BG-P12-well-94_S95_L006	H10	BG_WD_0718_848	848	511EB00462	WD_0718	ILLSINHA73	58	16	58_16	94	EB.10H.H.00134
18048-85-01-03/BG-P13-well-1_S99_L007_R1_001	18048-85-01-03	99	1	1	7	13	BG-P13-well-1_S99_L007	A1	BG_WD_0720_1212	1212	513EB00017	WD_0720	ILLSINHA8	65	10	65_10	1	EB.09S.H.00339
18048-85-01-03/BG-P13-well-1_S99_L007_R2_001	18048-85-01-03	99	1	2	7	13	BG-P13-well-1_S99_L007	A1	BG_WD_0720_1212	1212	513EB00017	WD_0720	ILLSINHA8	65	10	65_10	1	EB.09S.H.00339
18048-85-01-03/BG-P13-well-10_S108_L007_R1_001	18048-85-01-03	108	10	1	7	13	BG-P13-well-10_S108_L007	A10	BG_WD_0720_1381	1381	511EB00202	WD_0720	ILLSINHA80	57	19	57_19	10	EB.09S.H.00278
18048-85-01-03/BG-P13-well-10_S108_L007_R2_001	18048-85-01-03	108	10	2	7	13	BG-P13-well-10_S108_L007	A10	BG_WD_0720_1381	1381	511EB00202	WD_0720	ILLSINHA80	57	19	57_19	10	EB.09S.H.00278
18048-85-01-03/BG-P13-well-11_S109_L007_R1_001	18048-85-01-03	109	11	1	7	13	BG-P13-well-11_S109_L007	A11	BG_WD_0720_1235	1235	511EB00342	WD_0720	ILLSINHA88	51	11	51_11	11	EB.09S.H.00480
18048-85-01-03/BG-P13-well-11_S109_L007_R2_001	18048-85-01-03	109	11	2	7	13	BG-P13-well-11_S109_L007	A11	BG_WD_0720_1235	1235	511EB00342	WD_0720	ILLSINHA88	51	11	51_11	11	EB.09S.H.00480
18048-85-01-03/BG-P13-well-12_S110_L007_R1_001	18048-85-01-03	110	12	1	7	13	BG-P13-well-12_S110_L007	A12	BG_WD_0720_1427	1427	511EB00399	WD_0720	ILLSINHA96	52	22	52_22	12	EB.10H.H.00040
18048-85-01-03/BG-P13-well-12_S110_L007_R2_001	18048-85-01-03	110	12	2	7	13	BG-P13-well-12_S110_L007	A12	BG_WD_0720_1427	1427	511EB00399	WD_0720	ILLSINHA96	52	22	52_22	12	EB.10H.H.00040
18048-85-01-03/BG-P13-well-13_S111_L007_R1_001	18048-85-01-03	111	13	1	7	13	BG-P13-well-13_S111_L007	B1	BG_WD_0720_1320	1320	511EB00077	WD_0720	ILLSINHA7	59	16	59_16	13	EB.09S.H.00100
18048-85-01-03/BG-P13-well-13_S111_L007_R2_001	18048-85-01-03	111	13	2	7	13	BG-P13-well-13_S111_L007	B1	BG_WD_0720_1320	1320	511EB00077	WD_0720	ILLSINHA7	59	16	59_16	13	EB.09S.H.00100
18048-85-01-03/BG-P13-well-14_S112_L007_R1_001	18048-85-01-03	112	14	1	7	13	BG-P13-well-14_S112_L007	B2	BG_WD_0720_1405	1405	511EB00423	WD_0720	ILLSINHA15	68	20	68_20	14	EB.10H.H.00067
18048-85-01-03/BG-P13-well-14_S112_L007_R2_001	18048-85-01-03	112	14	2	7	13	BG-P13-well-14_S112_L007	B2	BG_WD_0720_1405	1405	511EB00423	WD_0720	ILLSINHA15	68	20	68_20	14	EB.10H.H.00067
18048-85-01-03/BG-P13-well-15_S113_L007_R1_001	18048-85-01-03	113	15	1	7	13	BG-P13-well-15_S113_L007	B3	BG_WD_0720_1287	1287	511EB00343	WD_0720	ILLSINHA23	64	14	64_14	15	EB.09S.H.00481
18048-85-01-03/BG-P13-well-15_S113_L007_R2_001	18048-85-01-03	113	15	2	7	13	BG-P13-well-15_S113_L007	B3	BG_WD_0720_1287	1287	511EB00343	WD_0720	ILLSINHA23	64	14	64_14	15	EB.09S.H.00481
18048-85-01-03/BG-P13-well-16_S114_L007_R1_001	18048-85-01-03	114	16	1	7	13	BG-P13-well-16_S114_L007	B4	BG_WD_0720_1220	1220	511EB00289	WD_0720	ILLSINHA31	66	11	66_11	16	EB.09S.H.00402
18048-85-01-03/BG-P13-well-16_S114_L007_R2_001	18048-85-01-03	114	16	2	7	13	BG-P13-well-16_S114_L007	B4	BG_WD_0720_1220	1220	511EB00289	WD_0720	ILLSINHA31	66	11	66_11	16	EB.09S.H.00402
18048-85-01-03/BG-P13-well-17_S115_L007_R1_001	18048-85-01-03	115	17	1	7	13	BG-P13-well-17_S115_L007	B5	BG_WD_0720_1279	1279	511EB00259	WD_0720	ILLSINHA39	56	14	56_14	17	EB.09S.H.00362
18048-85-01-03/BG-P13-well-17_S115_L007_R2_001	18048-85-01-03	115	17	2	7	13	BG-P13-well-17_S115_L007	B5	BG_WD_0720_1279	1279	511EB00259	WD_0720	ILLSINHA39	56	14	56_14	17	EB.09S.H.00362
18048-85-01-03/BG-P13-well-18_S116_L007_R1_001	18048-85-01-03	116	18	1	7	13	BG-P13-well-18_S116_L007	B6	BG_WD_0720_1088	1088	511EB00198	WD_0720	ILLSINHA47	55	4	55_4	18	EB.09S.H.00273
18048-85-01-03/BG-P13-well-18_S116_L007_R2_001	18048-85-01-03	116	18	2	7	13	BG-P13-well-18_S116_L007	B6	BG_WD_0720_1088	1088	511EB00198	WD_0720	ILLSINHA47	55	4	55_4	18	EB.09S.H.00273
18048-85-01-03/BG-P13-well-19_S117_L007_R1_001	18048-85-01-03	117	19	1	7	13	BG-P13-well-19_S117_L007	B7	BG_WD_0720_1227	1227	9A277-H3	WD_0720	ILLSINHA55	59	11	59_11	19	
18048-85-01-03/BG-P13-well-19_S117_L007_R2_001	18048-85-01-03	117	19	2	7	13	BG-P13-well-19_S117_L007	B7	BG_WD_0720_1227	1227	9A277-H3	WD_0720	ILLSINHA55	59	11	59_11	19	
18048-85-01-03/BG-P13-well-2_S100_L007_R1_001	18048-85-01-03	100	2	1	7	13	BG-P13-well-2_S100_L007	A2	BG_WD_0720_1347	1347	511EB00430	WD_0720	ILLSINHA16	53	17	53_17	2	EB.10H.H.00077
18048-85-01-03/BG-P13-well-2_S100_L007_R2_001	18048-85-01-03	100	2	2	7	13	BG-P13-well-2_S100_L007	A2	BG_WD_0720_1347	1347	511EB00430	WD_0720	ILLSINHA16	53	17	53_17	2	EB.10H.H.00077
18048-85-01-03/BG-P13-well-20_S118_L007_R1_001	18048-85-01-03	118	20	1	7	13	BG-P13-well-20_S118_L007	B8	BG_WD_0720_1379	1379	511EB00397	WD_0720	ILLSINHA63	59	19	59_19	20	EB.10H.H.00038
18048-85-01-03/BG-P13-well-20_S118_L007_R2_001	18048-85-01-03	118	20	2	7	13	BG-P13-well-20_S118_L007	B8	BG_WD_0720_1379	1379	511EB00397	WD_0720	ILLSINHA63	59	19	59_19	20	EB.10H.H.00038
18048-85-01-03/BG-P13-well-21_S119_L007_R1_001	18048-85-01-03	119	21	1	7	13	BG-P13-well-21_S119_L007	B9	BG_WD_0720_1229	1229	511EB00295	WD_0720	ILLSINHA71	57	11	57_11	21	EB.09S.H.00413
18048-85-01-03/BG-P13-well-21_S119_L007_R2_001	18048-85-01-03	119	21	2	7	13	BG-P13-well-21_S119_L007	B9	BG_WD_0720_1229	1229	511EB00295	WD_0720	ILLSINHA71	57	11	57_11	21	EB.09S.H.00413
18048-85-01-03/BG-P13-well-22_S120_L007_R1_001	18048-85-01-03	120	22	1	7	13	BG-P13-well-22_S120_L007	B10	BG_WD_0720_1402	1402	511EB00363	WD_0720	ILLSINHA79	65	20	65_20	22	EB.09S.H.00517
18048-85-01-03/BG-P13-well-22_S120_L007_R2_001	18048-85-01-03	120	22	2	7	13	BG-P13-well-22_S120_L007	B10	BG_WD_0720_1402	1402	511EB00363	WD_0720	ILLSINHA79	65	20	65_20	22	EB.09S.H.00517
18048-85-01-03/BG-P13-well-23_S121_L007_R1_001	18048-85-01-03	121	23	1	7	13	BG-P13-well-23_S121_L007	B11	BG_WD_0720_1342	1342	511EB00435	WD_0720	ILLSINHA87	58	17	58_17	23	EB.10H.H.00083
18048-85-01-03/BG-P13-well-23_S121_L007_R2_001	18048-85-01-03	121	23	2	7	13	BG-P13-well-23_S121_L007	B11	BG_WD_0720_1342	1342	511EB00435	WD_0720	ILLSINHA87	58	17	58_17	23	EB.10H.H.00083
18048-85-01-03/BG-P13-well-24_S122_L007_R1_001	18048-85-01-03	122	24	1	7	13	BG-P13-well-24_S122_L007	B12	BG_WD_0720_1371	1371	511EB00029	WD_0720	ILLSINHA95	67	19	67_19	24	EB.09S.H.00041
18048-85-01-03/BG-P13-well-24_S122_L007_R2_001	18048-85-01-03	122	24	2	7	13	BG-P13-well-24_S122_L007	B12	BG_WD_0720_1371	1371	511EB00029	WD_0720	ILLSINHA95	67	19	67_19	24	EB.09S.H.00041
18048-85-01-03/BG-P13-well-25_S123_L007_R1_001	18048-85-01-03	123	25	1	7	13	BG-P13-well-25_S123_L007	C1	BG_WD_0720_1184	1184	511EB00186	WD_0720	ILLSINHA6	64	9	64_9	25	EB.09S.H.00254
18048-85-01-03/BG-P13-well-25_S123_L007_R2_001	18048-85-01-03	123	25	2	7	13	BG-P13-well-25_S123_L007	C1	BG_WD_0720_1184	1184	511EB00186	WD_0720	ILLSINHA6	64	9	64_9	25	EB.09S.H.00254
18048-85-01-03/BG-P13-well-26_S124_L007_R1_001	18048-85-01-03	124	26	1	7	13	BG-P13-well-26_S124_L007	C2	BG_WD_0720_1323	1323	511EB00283	WD_0720	ILLSINHA14	62	16	62_16	26	EB.09S.H.00394
18048-85-01-03/BG-P13-well-26_S124_L007_R2_001	18048-85-01-03	124	26	2	7	13	BG-P13-well-26_S124_L007	C2	BG_WD_0720_1323	1323	511EB00283	WD_0720	ILLSINHA14	62	16	62_16	26	EB.09S.H.00394
18048-85-01-03/BG-P13-well-27_S125_L007_R1_001	18048-85-01-03	125	27	1	7	13	BG-P13-well-27_S125_L007	C3	BG_WD_0720_1308	1308	511EB00094	WD_0720	ILLSINHA22	54	15	54_15	27	EB.09S.H.00123
18048-85-01-03/BG-P13-well-27_S125_L007_R2_001	18048-85-01-03	125	27	2	7	13	BG-P13-well-27_S125_L007	C3	BG_WD_0720_1308	1308	511EB00094	WD_0720	ILLSINHA22	54	15	54_15	27	EB.09S.H.00123
18048-85-01-03/BG-P13-well-28_S126_L007_R1_001	18048-85-01-03	126	28	1	7	13	BG-P13-well-28_S126_L007	C4	BG_WD_0720_1428	1428	511EB00048	WD_0720	ILLSINHA30	53	22	53_22	28	EB.09S.H.00065
18048-85-01-03/BG-P13-well-28_S126_L007_R2_001	18048-85-01-03	126	28	2	7	13	BG-P13-well-28_S126_L007	C4	BG_WD_0720_1428	1428	511EB00048	WD_0720	ILLSINHA30	53	22	53_22	28	EB.09S.H.00065
18048-85-01-03/BG-P13-well-29_S127_L007_R1_001	18048-85-01-03	127	29	1	7	13	BG-P13-well-29_S127_L007	C5	BG_WD_0720_1161	1161	511EB00465	WD_0720	ILLSINHA38	52	8	52_8	29	EB.10H.H.00137
18048-85-01-03/BG-P13-well-29_S127_L007_R2_001	18048-85-01-03	127	29	2	7	13	BG-P13-well-29_S127_L007	C5	BG_WD_0720_1161	1161	511EB00465	WD_0720	ILLSINHA38	52	8	52_8	29	EB.10H.H.00137
18048-85-01-03/BG-P13-well-3_S101_L007_R1_001	18048-85-01-03	101	3	1	7	13	BG-P13-well-3_S101_L007	A3	BG_WD_0720_1351	1351	511EB00238	WD_0720	ILLSINHA24	52	18	52_18	3	EB.09S.H.00328
18048-85-01-03/BG-P13-well-3_S101_L007_R2_001	18048-85-01-03	101	3	2	7	13	BG-P13-well-3_S101_L007	A3	BG_WD_0720_1351	1351	511EB00238	WD_0720	ILLSINHA24	52	18	52_18	3	EB.09S.H.00328
18048-85-01-03/BG-P13-well-30_S128_L007_R1_001	18048-85-01-03	128	30	1	7	13	BG-P13-well-30_S128_L007	C6	BG_WD_0720_1240	1240	511EB00248	WD_0720	ILLSINHA46	55	12	55_12	30	EB.09S.H.00348
18048-85-01-03/BG-P13-well-30_S128_L007_R2_001	18048-85-01-03	128	30	2	7	13	BG-P13-well-30_S128_L007	C6	BG_WD_0720_1240	1240	511EB00248	WD_0720	ILLSINHA46	55	12	55_12	30	EB.09S.H.00348
18048-85-01-03/BG-P13-well-31_S129_L007_R1_001	18048-85-01-03	129	31	1	7	13	BG-P13-well-31_S129_L007	C7	BG_WD_0720_1253	1253	511EB00241	WD_0720	ILLSINHA54	68	12	68_12	31	EB.09S.H.00334
18048-85-01-03/BG-P13-well-31_S129_L007_R2_001	18048-85-01-03	129	31	2	7	13	BG-P13-well-31_S129_L007	C7	BG_WD_0720_1253	1253	511EB00241	WD_0720	ILLSINHA54	68	12	68_12	31	EB.09S.H.00334
18048-85-01-03/BG-P13-well-32_S130_L007_R1_001	18048-85-01-03	130	32	1	7	13	BG-P13-well-32_S130_L007	C8	BG_WD_0720_1191	1191	511EB00043	WD_0720	ILLSINHA62	57	9	57_9	32	EB.09S.H.00059
18048-85-01-03/BG-P13-well-32_S130_L007_R2_001	18048-85-01-03	130	32	2	7	13	BG-P13-well-32_S130_L007	C8	BG_WD_0720_1191	1191	511EB00043	WD_0720	ILLSINHA62	57	9	57_9	32	EB.09S.H.00059
18048-85-01-03/BG-P13-well-33_S131_L007_R1_001	18048-85-01-03	131	33	1	7	13	BG-P13-well-33_S131_L007	C9	BG_WD_0720_1298	1298	511EB00183	WD_0720	ILLSINHA70	64	15	64_15	33	EB.09S.H.00250
18048-85-01-03/BG-P13-well-33_S131_L007_R2_001	18048-85-01-03	131	33	2	7	13	BG-P13-well-33_S131_L007	C9	BG_WD_0720_1298	1298	511EB00183	WD_0720	ILLSINHA70	64	15	64_15	33	EB.09S.H.00250
18048-85-01-03/BG-P13-well-34_S132_L007_R1_001	18048-85-01-03	132	34	1	7	13	BG-P13-well-34_S132_L007	C10	BG_WD_0720_1359	1359	511EB00298	WD_0720	ILLSINHA78	60	18	60_18	34	EB.09S.H.00416
18048-85-01-03/BG-P13-well-34_S132_L007_R2_001	18048-85-01-03	132	34	2	7	13	BG-P13-well-34_S132_L007	C10	BG_WD_0720_1359	1359	511EB00298	WD_0720	ILLSINHA78	60	18	60_18	34	EB.09S.H.00416
18048-85-01-03/BG-P13-well-35_S133_L007_R1_001	18048-85-01-03	133	35	1	7	13	BG-P13-well-35_S133_L007	C11	BG_WD_0720_1267	1267	511EB00058	WD_0720	ILLSINHA86	57	13	57_13	35	EB.09S.H.00079
18048-85-01-03/BG-P13-well-35_S133_L007_R2_001	18048-85-01-03	133	35	2	7	13	BG-P13-well-35_S133_L007	C11	BG_WD_0720_1267	1267	511EB00058	WD_0720	ILLSINHA86	57	13	57_13	35	EB.09S.H.00079
18048-85-01-03/BG-P13-well-36_S134_L007_R1_001	18048-85-01-03	134	36	1	7	13	BG-P13-well-36_S134_L007	C12	BG_WD_0720_1186	1186	511EB00319	WD_0720	ILLSINHA94	62	9	62_9	36	EB.09S.H.00446
18048-85-01-03/BG-P13-well-36_S134_L007_R2_001	18048-85-01-03	134	36	2	7	13	BG-P13-well-36_S134_L007	C12	BG_WD_0720_1186	1186	511EB00319	WD_0720	ILLSINHA94	62	9	62_9	36	EB.09S.H.00446
18048-85-01-03/BG-P13-well-37_S135_L007_R1_001	18048-85-01-03	135	37	1	7	13	BG-P13-well-37_S135_L007	D1	BG_WD_0720_1389	1389	511EB00039	WD_0720	ILLSINHA5	52	20	52_20	37	EB.09S.H.00054
18048-85-01-03/BG-P13-well-37_S135_L007_R2_001	18048-85-01-03	135	37	2	7	13	BG-P13-well-37_S135_L007	D1	BG_WD_0720_1389	1389	511EB00039	WD_0720	ILLSINHA5	52	20	52_20	37	EB.09S.H.00054
18048-85-01-03/BG-P13-well-38_S136_L007_R1_001	18048-85-01-03	136	38	1	7	13	BG-P13-well-38_S136_L007	D2	BG_WD_0720_1146	1146	511EB00461	WD_0720	ILLSINHA13	64	7	64_7	38	EB.10H.H.00131
18048-85-01-03/BG-P13-well-38_S136_L007_R2_001	18048-85-01-03	136	38	2	7	13	BG-P13-well-38_S136_L007	D2	BG_WD_0720_1146	1146	511EB00461	WD_0720	ILLSINHA13	64	7	64_7	38	EB.10H.H.00131
18048-85-01-03/BG-P13-well-39_S137_L007_R1_001	18048-85-01-03	137	39	1	7	13	BG-P13-well-39_S137_L007	D3	BG_WD_0720_1105	1105	511EB00301	WD_0720	ILLSINHA21	67	5	67_5	39	EB.09S.H.00419
18048-85-01-03/BG-P13-well-39_S137_L007_R2_001	18048-85-01-03	137	39	2	7	13	BG-P13-well-39_S137_L007	D3	BG_WD_0720_1105	1105	511EB00301	WD_0720	ILLSINHA21	67	5	67_5	39	EB.09S.H.00419
18048-85-01-03/BG-P13-well-4_S102_L007_R1_001	18048-85-01-03	102	4	1	7	13	BG-P13-well-4_S102_L007	A4	BG_WD_0720_1363	1363	511EB00097	WD_0720	ILLSINHA32	64	18	64_18	4	EB.09S.H.00132
18048-85-01-03/BG-P13-well-4_S102_L007_R2_001	18048-85-01-03	102	4	2	7	13	BG-P13-well-4_S102_L007	A4	BG_WD_0720_1363	1363	511EB00097	WD_0720	ILLSINHA32	64	18	64_18	4	EB.09S.H.00132
18048-85-01-03/BG-P13-well-40_S138_L007_R1_001	18048-85-01-03	138	40	1	7	13	BG-P13-well-40_S138_L007	D4	BG_WD_0720_1241	1241	511EB00086	WD_0720	ILLSINHA29	56	12	56_12	40	EB.09S.H.00112
18048-85-01-03/BG-P13-well-40_S138_L007_R2_001	18048-85-01-03	138	40	2	7	13	BG-P13-well-40_S138_L007	D4	BG_WD_0720_1241	1241	511EB00086	WD_0720	ILLSINHA29	56	12	56_12	40	EB.09S.H.00112
